,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
88780,sYN09kXgUTSmxZDYirHHHg,St Charles Guest House,1748 Prytania St,New Orleans,MO,70130,29.9357927,-90.0757169,3.5,24,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Event Planning & Services, Hotels, Bed & Breakfast",
88782,b_3HJqXT-KerVsxcK__pSQ,Owyhee Plaza Hotel,1109 W Main St,Boise,NJ,83702,43.6176092,-116.2078283,3.0,9,0,"{'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Hotels, Hotels & Travel, Event Planning & Services, Restaurants",
88789,9aImekqGnpxl1HIhzBrd7Q,Suncoast Watersports,5300 Gulf Blvd,Saint Pete Beach,CA,33705,27.7270163969,-82.7431447411,4.5,47,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False'}","Active Life, Jet Skis, Hotels & Travel, Tours, Boating, Boat Tours, Parasailing, Snorkeling, Event Planning & Services, Rafting/Kayaking, Boat Charters","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
88857,5sOMd3nyHdgswomKgGD3jQ,Enterprise Rent-A-Car,"3201 Airport Way, Ste 210",Boise,AB,83705,43.568764,-116.221955,3.0,40,1,,"Car Rental, Hotels & Travel","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
88888,jVtoisBOkIE0xCEkrGaA3w,Holiday Inn Express & Suites - West Chester,1310 Wilmington Pike,West Chester,NV,19382,39.906078,-75.567717,2.5,17,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
88897,jDd1glM4ZKUzg612-LmFEA,Enterprise Rent-A-Car,"7111 S Virginia St, Ste A17",Reno,FL,89511,39.461965,-119.782075,2.0,9,0,,"Hotels & Travel, Car Rental","{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30'}"
88900,7Oi7mIHgSt8Monw3FYTtvA,Penny’s Brazilian Wax & Spa,3814 Williams Blvd,Kenner,NV,70065,30.0259515,-90.2381722,4.0,56,1,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Hair Removal, Nail Salons, Massage, Day Spas, Hotels & Travel, Health Retreats, Permanent Makeup, Waxing, Beauty & Spas","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-16:0'}"
88907,W37hvHzwZJ23ScFk3GuBuA,Walk On Water Pedalboard Tours,13498 Gandy Blvd N,Saint Petersburg,LA,33702,27.8719335,-82.60910989999999,5.0,6,1,"{'WheelchairAccessible': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Hotels & Travel, Tours, Rafting/Kayaking, Paddleboarding, Active Life","{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
88957,z_nmpfBHN9XPEGrXAhEKLg,Avis Car Rental,3201 W Airport Way,Boise,PA,83705,43.56867,-116.22211,2.0,37,1,,"Hotels & Travel, Car Rental",
88983,sXNh9X0jBiRtIb5a6xWWHQ,Hilton Clearwater Beach Resort & Spa,400 Mandalay Ave,Clearwater,LA,33767,27.9786867,-82.8278091,2.5,355,1,"{'BusinessParking': ""{'garage': False, 'validated': False, 'street': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False'}","Event Planning & Services, Hotels & Travel, Hotels, Travel Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
88995,xSALjCBZUzmUlQh488VDKA,Getaround,,Philadelphia,PA,19103,39.9531865,-75.1749671,3.0,29,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Hotels & Travel, Car Share Services, Car Rental, Truck Rental","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89005,D3HK5K5yax2BD4G41vkdRw,Wingate By Wyndham Voorhees,1000 Laurel Oak Rd,Voorhees,NJ,08043,39.844642,-74.978822,2.0,41,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89006,DuBmz6aUgECGvIZm1ZOsag,Peet's Coffee & Tea,2100 Garson Rd,Reno,PA,89439,39.51131,-119.963859,3.0,20,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Alcohol': ""'none'"", 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False'}","Hotels & Travel, Event Planning & Services, Hotels, Coffee & Tea, Food","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}"
89017,LD-SLkOwTUPt4mc3wIQ68A,Sleep Inn & Suites,3427 St Rd,Bensalem,LA,19020,40.123678,-74.962033,2.0,36,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89022,Xo3FGSTKcgl4nURZPuL2Pw,St Pete Segway Tours,1 Beach Dr SE,St. Petersburg,NJ,33701,27.7708192,-82.6335305,4.5,11,1,{'GoodForKids': 'True'},"Hotels & Travel, Local Flavor, Tours","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
89089,6AsDzVxUF59Wi3t137IPbg,Quality Inn & Suites Conference Center,5316 US 19 N,New Port Richey,FL,34652,28.236925,-82.726643,2.0,46,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89093,yf8D-FOLj8dyUM1zyQUlgQ,Avis Rent A Car,500 James Fowler Rd,Santa Barbara,FL,93117,34.4250786,-119.8365193,2.5,14,1,,"Hotels & Travel, Car Rental","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}"
89101,VzqA7Q6-1uiMugkPnZ6w2Q,Riverside Hotel,8280 Hwy 23,Belle Chasse,PA,70037,29.8566783,-89.9863932,3.5,11,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89107,aRVuSo1RsquDe2I3jf7jyQ,1-800-TAXICAB Nashville,1510 Lebanon Pike,Nashville,PA,37210,36.1542683,-86.7204366,2.0,5,1,,"Airport Shuttles, Hotels & Travel, Transportation, Taxis","{'Monday': '0:0-23:30', 'Tuesday': '0:0-23:30', 'Wednesday': '0:0-23:30', 'Thursday': '0:0-23:30', 'Friday': '0:0-23:30', 'Saturday': '0:0-23:30', 'Sunday': '0:0-23:30'}"
89114,rL934jVE8d15MllyiOHnRA,The Porch,"Courtyard Marriott, 1737 Sumneytown Pike",Lansdale,IN,19446,40.246508558,-75.3398903467,3.5,26,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'Smoking': ""u'no'"", 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'NoiseLevel': 'None', 'CoatCheck': 'False', 'RestaurantsAttire': ""'casual'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsTableService': 'True', 'Caters': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True'}","Hotels, Event Planning & Services, Food, Beer, Wine & Spirits, Nightlife, Bars, Hotels & Travel, Restaurants, American (New)","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-22:0'}"
89139,OutI6KR_Y4lFln9KpSBEOw,Staybridge Suites St. Petersburg Downtown,940 5th Ave S,St. Petersburg,AZ,33705,27.7654175563,-82.6476321669,4.0,51,1,"{'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'ByAppointmentOnly': 'False'}","Venues & Event Spaces, Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89157,MQ5AbyTEk6IW3lG4GuLutA,La Quinta Inn by Wyndham Indianapolis Airport Lynhurst,5316 West Southern Ave,Indianapolis,PA,46241,39.728956,-86.251322,2.5,52,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89163,xokB_HY4211kzHs20njkEg,Staybridge Suites Reno,10559 Professional Cir,Reno,AZ,89521,39.4294919,-119.7550391,3.5,78,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Hotels, Venues & Event Spaces, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89184,sc6drWbsv2_DvgWzAOLc5w,Cleawater Lake Tarpon KOA,37061 US Hwy 19 N,Palm Harbor,PA,34684,28.1089247,-82.738466,3.5,10,1,,"Campgrounds, Hotels & Travel","{'Monday': '8:30-18:0', 'Tuesday': '8:30-18:0', 'Wednesday': '8:30-18:0', 'Thursday': '8:30-20:30', 'Friday': '8:30-18:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-16:0'}"
89248,bHZwCeGOKYKNYCTg3THPmw,Budget Car Rental,686 Brandon Town Ctr,Brandon,PA,33511,27.931784,-82.30253,2.0,5,1,,"Automotive, Car Rental, Hotels & Travel","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-17:0', 'Sunday': '10:0-16:0'}"
89271,CJQRqtD76gZjM8oKeD44hQ,Preventive Maintenance Service,12555 47th Way N,Clearwater,AZ,33762,27.885099,-82.697793,3.5,5,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Commercial Truck Repair, Trailer Repair, Local Services, Hotels & Travel, Oil Change Stations, Auto Repair, Automotive, RV Rental, RV Repair, Smog Check Stations","{'Monday': '0:0-0:0', 'Tuesday': '7:30-16:30', 'Wednesday': '7:30-16:30', 'Thursday': '7:30-16:30', 'Friday': '7:30-16:30'}"
89292,dgYCqrX0WEwzvCBLNAXgpg,Holiday - Brentwood,1738 Carothers Parkway,Brentwood,FL,37027,35.9610882,-86.8001212,4.0,29,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89301,K29f9OJYkbxgK5P5ZqUzqA,"Noelle, Nashville, a Tribute Portfolio Hotel",200 4th Ave N,Nashville,PA,37219,36.1640000173,-86.778727,4.0,108,1,"{'DogsAllowed': 'True', 'WiFi': ""u'paid'"", 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '3'}","Hotels, Hotels & Travel, American (New), Nightlife, Bars, Lounges, Event Planning & Services, Restaurants, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89302,cA3FPFwFxDe58HXUGCdCTw,Meranova Bed & Breakfast,458 Virginia Ln,Dunedin,PA,34698,28.0124385,-82.7866594,5.0,18,1,"{'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Bed & Breakfast, Hotels & Travel, Hotels","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
89318,Y8aHJtQGanejZrbOJhhYzQ,Current Hotel,2545 N Rocky Point Dr,Tampa,PA,33607,27.9626434196,-82.5694048,3.5,44,1,{'BusinessAcceptsCreditCards': 'True'},"Hotels & Travel, Hotels, Event Planning & Services",
89324,sc42acOJtN2_4bSth9o0Ow,Embassy Suites by Hilton Tucson Paloma Village,3110 E Skyline Dr,Tucson,PA,85718,32.3222185,-110.9268659,4.0,89,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89330,IQJgDLQ3LvKIOSTdkgdhnQ,Poole Knobs Campground,493 Jones Mill Rd,La Vergne,AZ,37086,36.055735,-86.513496,4.0,7,1,,"Hotels & Travel, Campgrounds",
89362,3QZ6KBPLSTEuk8jIHxv9PA,Suncoast Motel of Treasure Island,10264 Gulf Blvd,Treasure Is,IN,33706,27.764014799999998,-82.767434,4.5,17,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}"
89369,jEY-LeOc8xhWRErQGRY9SA,"Homewood Suites by Hilton Newtown - Langhorne, PA",110 Pheasant Run,Newtown,NJ,18940,40.2248931446,-74.9131804705,3.0,34,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89425,Nz_FSXFlkWkd3sWWkQdLJA,Holiday Inn Boise Airport,2970 West Elder Street,Boise,FL,83705,43.5739352,-116.217681,3.0,48,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Caterers, Hotels & Travel, Venues & Event Spaces, Event Planning & Services, Hotels, Resorts","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89451,ivHW94VnOKMYFiML9d_4sA,Beyond the Wall,"520 Skinner Blvd, Yuck Felp",Dunedin,MO,34698,28.016254,-82.785007,4.5,23,1,"{'ByAppointmentOnly': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Resorts, Bed & Breakfast, Event Planning & Services, Vacation Rentals","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}"
89481,BgAaTEs0ApSMHcKBl6b4Ig,J.L. Jones Limousines,,Clearwater,PA,33756,27.9413341,-82.7940297,5.0,5,1,,"Event Planning & Services, Transportation, Wedding Planning, Airport Shuttles, Hotels & Travel, Limos","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89484,VK8xWt3sTV4nQUnDIDmOgQ,Sonesta Nashville Airport,600 Marriott Dr,Nashville,FL,37214,36.1462206532,-86.6929614539,1.5,5,1,,"Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89487,Pn99UOsz0jlRzbiyNEsKpA,Local Tiki Rides,,Dunedin,TN,33755,28.026391,-82.771618,5.0,5,1,"{'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'False'}","Nightlife, Public Transportation, Bar Crawl, Party Bus Rentals, Event Planning & Services, Transportation, Hotels & Travel","{'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}"
89536,OOgDd5ybNQ9soyliZmCl2g,Travelodge by Wyndham St. Louis,9645 Natural Bridge,Berkeley,PA,63134,38.7289039,-90.3431732,2.0,8,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}"
89554,c_4c5rJECZSfNgFj7frwHQ,Tampa International Airport,4100 George J Bean Pkwy,Tampa,TN,33607,27.980774,-82.534718,4.0,1849,1,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Hotels & Travel, Shopping, Airports, Parking, Shopping Centers, Automotive","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}"
89564,VdY0wEdGkV041pSuo8pW3g,Nightly Spirits,154 2nd Ave N,Nashville,LA,37201,36.1636714,-86.7757672,4.0,6,1,,"Walking Tours, Tours, Hotels & Travel",
89576,4WaESPV5bb0wY37ntrSokg,Sandy Hill Farm,1918 Sandy Hill Rd,Plymouth Meeting,FL,19462,40.1215062,-75.2949107,5.0,6,1,,"Arts & Entertainment, Active Life, Farms, Event Planning & Services, Campgrounds, Venues & Event Spaces, Hotels & Travel, Summer Camps",
89589,B6hoRwU-n-mzfWmoddqfTQ,Crescent City Guest House,612 Marigny St,New Orleans,NV,70117,29.9640345853,-90.0552535057,5.0,15,1,"{'WiFi': ""u'free'""}","Hotels & Travel, Bed & Breakfast","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
89608,NszFe9FGonnbHtGA2A_-Yw,Empress Hotel,1317 Ursulines Ave,New Orleans,AB,70116,29.965437,-90.0675836,1.5,87,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89620,9yZwVEhw_BQXo9t2zz1rRQ,Hill Cadillac,3964 W Chester Pike,Newtown Square,NV,19073,39.9846055,-75.4165078,3.0,16,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Car Dealers, Automotive, Auto Repair, Auto Parts & Supplies, Tires, Car Rental, Hotels & Travel","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0'}"
89631,7laYkDjJcR9ZE3eaWViu-w,Motel 6,909 Edwardsville Rd,Troy,FL,62294,38.7325894546,-89.9157703106,2.5,5,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Bed & Breakfast, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89692,tUfpWscvsljtGr3yMpOT5Q,Oxford Suites Boise,1426 S Entertainment Ave,Boise,IN,83709,43.5916659,-116.279426,4.5,116,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'True'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89708,1Ywie4sYQYA6iTOf9Sx7nQ,Yellow Cab,600 A St,Wilmington,TN,19801,39.7323636,-75.5487086,2.0,7,1,,"Hotels & Travel, Taxis, Transportation","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89717,38nh08XWZYTHo7tb02Pdkw,Philly Official Guide,229 Arch St,Philadelphia,NJ,19146,39.9367535,-75.1647938,5.0,5,1,{'GoodForKids': 'True'},"Arts & Entertainment, Tours, Hotels & Travel",{'Saturday': '10:0-12:0'}
