,business_id,name,address,city,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,state
639,RSncPRBbzspwo413-lPEJA,Ramada by Wyndham Indianapolis Airport,5601 Fortune Circle,Indianapolis,46241,39.7276214,-86.2581789,2.0,68,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']",,Indiana
640,JO1K-lLM9Id1fMKPxN__iQ,Waterfront Hotel and Conference Center,2930 Waterfront Pkwy W Dr,Indianapolis,46214,39.8066401519,-86.284134686,2.5,6,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'False'}","['Hotels', ' Venues & Event Spaces', ' Event Planning & Services', ' Hotels & Travel', ' Bars', ' Nightlife']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Indiana
641,jLv2NtWYK7ROG-FTtDCerA,Homewood Suites by Hilton New Orleans,901 Poydras St,New Orleans,70112,29.9503892,-90.0732324,3.0,131,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Luisiana
642,VFX2Pil5Alnkh_zbR57dGQ,TownePlace Suites by Marriott Tucson Williams Centre,384 South Williams Boulevard,Tucson,85711,32.2164126629,-110.8811561018,4.0,55,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Arizona
643,9KUs5ruPBvbko6OpjMfDzw,Baymont by Wyndham Reno,2050 Market St.,Reno,89502,39.519911,-119.786963,1.5,243,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","['Hotels', ' Airports', ' Event Planning & Services', ' Hotels & Travel', ' Venues & Event Spaces']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Nevada
644,RzYYRGFyN9qa-4yb-M-IFQ,Microtel Inn & Suites by Wyndham Philadelphia Airport Ridley,155 S Stewart Avenue,Ridley Park,19078,39.869405,-75.318615,3.5,30,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
645,OjvE1Tz8AifCJOv6nx2HiA,Comfort Inn & Suites Northeast - Gateway,"875 - 94th Ave, North",Saint Petersburg,33702,27.858203,-82.646275,4.0,23,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
646,JgqfP2vHZpi8mwUKr4kn9Q,Fairfield Inn Nashville Airport,911 Airport Center Dr,Nashville,37214,36.1462897,-86.6634088,2.5,5,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']",,Tennessee
647,XNSUFPbLq-_NAfsFy0BS1A,The Godfrey Hotel & Cabanas Tampa,7700 W Courtney Campbell Cswy,Tampa,33607,27.9670153,-82.5703222,2.5,200,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
648,yuPx_84AjJEuVlQDFQv9oQ,Shadeland Inn,3525 Shadeland Ave,Indianapolis,46226,39.8213929,-86.0448342,1.0,6,1,{'RestaurantsPriceRange2': '1'},"['Event Planning & Services', ' Hotels', ' Hotels & Travel']",,Indiana
649,MuwtpbsZWN0VQWvAVmdlPg,Denny's,"Boomtown Hotel & Casino, 2100 Garson Rd",Verdi,89439,39.5115289257,-119.9641866982,1.5,9,0,"{'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","['Hotels', ' Breakfast & Brunch', ' Diners', ' Hotels & Travel', ' Restaurants', ' American (New)', ' Event Planning & Services']",,Nevada
650,zQee6DF458ap5YbtOkMOOQ,Comfort Inn Valley Forge National Park,550 W Dekalb Pike,King of Prussia,19406,40.090431,-75.380545,2.0,26,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
651,OBnGgsK3uKoGcgyogMREvA,Holiday Inn Express Brentwood South Franklin,8097 Moores Ln,Brentwood,37027,35.9617683154,-86.8075874511,3.0,31,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","['Event Planning & Services', ' Hotels', ' Venues & Event Spaces', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
652,lk-qUTX--n9CZWAGTxjB8w,Atrium Bistro,2400 Old Lincoln Hwy,Trevose,19053,40.12322,-74.9779547,3.0,11,1,"{'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': True}"", 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'False'}","['Event Planning & Services', ' Hotels', ' American (New)', ' Restaurants', ' Hotels & Travel']","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",Pensilvania
653,dKQVTydAiEYq8pIEGrCBhg,Comfort Inn Airport,6107 Cambridge Way,Plainfield,46168,39.674086,-86.36866,1.5,19,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Indiana
654,zrfPrfX4AMGEJ_AHF91J_w,Indianapolis Marriott Downtown,350 W Maryland St,Indianapolis,46225,39.7666303883,-86.1648058891,3.5,161,1,"{'WiFi': ""u'paid'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""'full_bar'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '3'}","['Event Planning & Services', ' Hotels', ' Restaurants', ' Hotels & Travel', ' Venues & Event Spaces']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Indiana
655,PEjZkL2mNDkiNRqKgZc08w,Clearwater Beach Hotel,504 S Gulfview Blvd,Clearwater Beach,33767,27.968688,-82.828257,3.0,82,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
656,SG0GKsdKnlbIwZjekuCkLw,Econo Lodge,"3020 S 6th Ave, S. 6th Ave. & I-10, ex. 261",Tucson,85713,32.188486,-110.96936,1.5,7,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Arizona
657,ePKDK1DEP0W6chj1uzxf5w,Wayne Hotel,139 E Lancaster Ave,Wayne,19087,40.0444917,-75.3863232,4.0,39,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
658,u93afXVS6sMz0rk7QwltNA,New Orleans Inn,5035 Chef Menteur Hwy,New Orleans,70126,30.00824,-90.031175,3.0,9,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Luisiana
659,_EAhYtcuasJmbUsq_J3y3w,Mr Sandman Motel,1575 S Meridian Rd,Meridian,83642,43.5906446,-116.3951435,2.0,54,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Idaho
660,P5uXTABOgFbsgZMhr_EGiQ,Residence Inn by Marriott Philadelphia Great Valley/Malvern,10 General Warren Blvd,Malvern,19355,40.0743638951,-75.5377579153,3.0,12,1,"{'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","['Hotels', ' Venues & Event Spaces', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
661,Bp2AWqJLBJoBjBwh85rDAw,Valley Forge Casino Resort,1160 1st Avenue,King Of Prussia,19406,40.097023,-75.4163423411,2.0,289,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","['Event Planning & Services', ' Hotels', ' Casinos', ' Hotels & Travel', ' Restaurants', ' Arts & Entertainment']","{'Monday': '10:0-4:0', 'Tuesday': '10:0-4:0', 'Wednesday': '10:0-4:0', 'Thursday': '10:0-4:0', 'Friday': '10:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
662,xReVzv7-wMuWLEX_8XXtcQ,Sheraton Tucson Hotel & Suites,5151 East Grant Rd,Tucson,85712,32.2511771484,-110.8825622,2.5,179,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'paid'"", 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'True'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel', ' Venues & Event Spaces']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Arizona
663,lOa1BVmTcbPpu05h3OPAQA,Blue Sands  Motel,421 S Milpas St,Santa Barbara,93103,34.4174898,-119.6728782,4.0,71,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '8:30-21:0', 'Tuesday': '8:30-21:0', 'Wednesday': '8:30-21:0', 'Thursday': '8:30-21:0', 'Friday': '8:30-21:0', 'Saturday': '8:30-21:0', 'Sunday': '8:30-21:0'}",California
664,fXIsVDI9SEdJO9901CGfyw,Cabrillo Inn at the Beach,931 E Cabrillo Blvd,Santa Barbara,93103,34.4172918,-119.6714417,2.5,122,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","['Hotels', ' Event Planning & Services', ' Hotels & Travel', ' Bed & Breakfast', ' Vacation Rentals']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",California
665,-kuxu0f4jJl_dIpGm9kc8A,Sonesta Select Nashville Airport Suites,1100 Airport Center Dr,Nashville,37214,36.1446417,-86.6638864,4.0,10,1,,"['Hotels', ' Professional Services', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
666,4GdY6r_-5i2c5j8s0XAlFg,Wingate By Wyndham,5000 Clover Road,Mount Laurel,08054,39.926354,-74.956519,3.0,11,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']",,Nueva Jersey
667,LgGqdFLD7-ca0Z9F_q4Fuw,Postcard Inn on the Beach,6300 Gulf Blvd,St Pete Beach,33706,27.7333742,-82.7483049,2.5,494,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'None', 'DogsAllowed': 'True'}","['Resorts', ' Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
668,SZirPu49c3wY_MKJ23Rgmw,Bayway Inn,4400 34th St S,Saint Petersburg,33711,27.7275155,-82.6788205,2.5,6,1,"{'WiFi': ""u'paid'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']",,Florida
669,9hRFbdxfWjb-57C71vdbRA,Courtyard by Marriott Indianapolis Carmel,37 W 103rd St,Indianapolis,46290,39.9357646,-86.15973579999999,3.5,16,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","['Hotels', ' Venues & Event Spaces', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Indiana
670,-cDcEf0xXOuKEqFYyJ8mTg,Virginia City Inn,675 S C St,Virginia City,89440,39.3015083,-119.6533347,4.5,35,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '9:30-17:0', 'Tuesday': '9:30-17:0', 'Wednesday': '9:30-17:0', 'Thursday': '9:30-17:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '9:30-16:30'}",Nevada
671,ovB6_wAsCkhjpo4ArhVzWw,Howard Johnson Downtown/Opryland,2306 Brick Church Pike,Nashville,37207,36.2083055,-86.7784369,1.5,27,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']",,Tennessee
672,Cb5ara63vkJ3Ef8WL8qLmQ,Residence Inn by Marriott Boise Downtown/City Center,400 S. Capitol Blvd,Boise,83702,43.612334,-116.204429,3.5,47,1,"{'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel', ' Venues & Event Spaces']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Idaho
673,w7AqAGhGX-zlCM-pVdXntA,Ironworks Hotel Indianapolis,2721 E 86th St,Indianapolis,46240,39.9119906,-86.1177247,4.5,83,1,"{'WiFi': ""'free'"", 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True'}","['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Indiana
674,m9g8LK9qv8WTK8aq-6Dd3A,DoubleTree by Hilton Hotel St. Louis - Westport,1973 Craigshire Rd,Saint Louis,63146,38.6942416375,-90.4492995143,3.0,77,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'paid'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Misuri
675,2XEf2xOj-iZImMeWELkQFw,Place d'Armes Hotel,625 Saint Ann St,New Orleans,70116,29.958753,-90.063406,4.0,221,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Luisiana
676,3SUtD_5ZVlb9iGqJNbKLiQ,Holiday Inn & Suites Nashville Dtwn - Conv Ctr,415 4th Ave S,Nashville,37201,36.1561448111,-86.7744052848,3.5,26,1,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","['Venues & Event Spaces', ' Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Tennessee
677,I2YK4khqKO97B80YEaE44Q,Riverside Suites,1725 E Limberlost Dr,Tucson,85719,32.28373,-110.945215,5.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'WiFi': ""u'free'""}","['Hotels', ' Apartments', ' Event Planning & Services', ' Hotels & Travel', ' Home Services', ' Real Estate']",,Arizona
678,QWppI6EajiUmJtYKq7vvPQ,Hyatt Place Tampa/Wesley Chapel,26000 Sierra Center Blvd,Lutz,33559,28.196229,-82.387491,4.0,29,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True'}","['Venues & Event Spaces', ' Hotels', ' Event Planning & Services', ' Hotels & Travel']",,Florida
679,P5u8X9cVksQwaJnZV_wYfQ,Valley Forge Convention Center,1160 1st Ave,King of Prussia,19406,40.096547,-75.4156639,2.5,7,0,"{'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'very_loud'""}","['Hotels', ' Nightlife', ' Resorts', ' Venues & Event Spaces', ' Hotels & Travel', ' Event Planning & Services', ' Restaurants']","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '14:0-0:0', 'Friday': '14:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",Pensilvania
680,JoF6daUd7nYyIVAsBYWj7w,Hampton Inn & Suites Valley Forge/Oaks,100 Cresson Blvd,Phoenixville,19460,40.132673,-75.450208,3.5,28,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Pensilvania
681,LJuhG4kvpcODPCnOO_p5jQ,Fort Harrison State Park Inn,5830 N Post Rd,Indianapolis,46216,39.8609085583,-86.0113865514,4.0,12,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","['Hotels', ' Hotels & Travel', ' Event Planning & Services', ' Active Life', ' Golf']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Indiana
682,D6N_qK5cVhuEsF2HqH8NPQ,Hollywood Hotel St. Louis,777 Casino Center Dr,Maryland Heights,63043,38.754262,-90.483055,2.0,17,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Misuri
683,SG9XqFtfX1jRolp9og5kBQ,La Quinta by Wyndham Tampa North I-75,17301 Dona Michelle Dr,Tampa,33647,28.1237,-82.370914,3.5,27,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","['Event Planning & Services', ' Hotels', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Florida
684,ALqsok4gwNEVxL5GglXAEA,Holiday Inn Express & Suites Tucson North - Marana,8373 N Cracker Barrel Rd,Tucson,85743,32.3585005,-111.0928462,3.5,34,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","['Hotels', ' Venues & Event Spaces', ' Event Planning & Services', ' Wedding Planning', ' Hotels & Travel']","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Arizona
